案件ID,行程,メンバー,所属,チーム,月,時間
PJ-2021-E,クライアント実装,PTA-E0048,協力会社A,開発支援チーム,2021-12,141.5
PJ-2021-E,クライアント実装,PTA-E0049,協力会社A,開発支援チーム,2021-12,192.1
PJ-2021-E,クライアント実装,PTA-E0050,協力会社A,開発支援チーム,2021-12,53.8
PJ-2021-E,クライアント実装,PTA-E0051,協力会社A,開発支援チーム,2021-12,97.8
PJ-2021-E,クライアント実装,PTA-E0053,協力会社A,開発支援チーム,2021-12,231.1
PJ-2021-E,クライアント実装,PTB-E0056,協力会社B,エンジニアリングチーム,2021-12,202.1
PJ-2021-E,クライアント実装,PTB-E0057,協力会社B,エンジニアリングチーム,2021-12,98.4
PJ-2021-E,クライアント実装,PTB-E0058,協力会社B,エンジニアリングチーム,2021-12,52.3
PJ-2021-E,クライアント実装,PTB-E0060,協力会社B,エンジニアリングチーム,2021-12,115.8
PJ-2021-E,ゲームバランス調整,EMP-E0009,自社,ゲームデザイン部,2021-12,122.4
PJ-2021-E,ゲームバランス調整,EMP-E0010,自社,ゲームデザイン部,2021-12,35.7
PJ-2021-E,ゲームバランス調整,EMP-E0011,自社,ゲームデザイン部,2021-12,186.9
PJ-2021-E,ゲームバランス調整,EMP-E0013,自社,ゲームデザイン部,2021-12,86.6
PJ-2021-E,ゲームバランス調整,EMP-E0015,自社,ゲームデザイン部,2021-12,131.9
PJ-2021-E,ゲームバランス調整,EMP-E0016,自社,ゲームデザイン部,2021-12,98.3
PJ-2021-E,ゲームバランス調整,PTA-E0022,協力会社A,GDチーム,2021-12,112.8
PJ-2021-E,サーバ実装,EMP-E0025,自社,第1開発部,2021-12,123.0
PJ-2021-E,サーバ実装,EMP-E0026,自社,第1開発部,2021-12,142.1
PJ-2021-E,サーバ実装,EMP-E0030,自社,第1開発部,2021-12,105.5
PJ-2021-E,サーバ実装,EMP-E0031,自社,第1開発部,2021-12,90.4
PJ-2021-E,サーバ実装,EMP-E0034,自社,第1開発部,2021-12,170.0
PJ-2021-E,サーバ実装,EMP-E0035,自社,第1開発部,2021-12,104.1
PJ-2021-E,サーバ実装,EMP-E0038,自社,第2開発部,2021-12,123.6
PJ-2021-E,サーバ実装,PTA-E0044,協力会社A,開発支援チーム,2021-12,52.4
PJ-2021-E,サーバ実装,PTA-E0050,協力会社A,開発支援チーム,2021-12,52.7
PJ-2021-E,シナリオ執筆,EMP-E0010,自社,ゲームデザイン部,2021-12,191.4
PJ-2021-E,シナリオ執筆,EMP-E0012,自社,ゲームデザイン部,2021-12,57.5
PJ-2021-E,シナリオ執筆,EMP-E0013,自社,ゲームデザイン部,2021-12,123.4
PJ-2021-E,シナリオ執筆,EMP-E0014,自社,ゲームデザイン部,2021-12,134.5
PJ-2021-E,シナリオ執筆,EMP-E0015,自社,ゲームデザイン部,2021-12,197.2
PJ-2021-E,シナリオ執筆,EMP-E0017,自社,ゲームデザイン部,2021-12,44.4
PJ-2021-E,シナリオ執筆,EMP-E0019,自社,ゲームデザイン部,2021-12,133.1
PJ-2021-E,シナリオ執筆,PTA-E0020,協力会社A,GDチーム,2021-12,49.3
PJ-2021-E,シナリオ執筆,PTA-E0021,協力会社A,GDチーム,2021-12,32.2
PJ-2021-E,ツール開発,EMP-E0026,自社,第1開発部,2021-12,81.0
PJ-2021-E,ツール開発,EMP-E0031,自社,第1開発部,2021-12,158.9
PJ-2021-E,ツール開発,EMP-E0034,自社,第1開発部,2021-12,114.7
PJ-2021-E,ツール開発,EMP-E0037,自社,第1開発部,2021-12,66.8
PJ-2021-E,ツール開発,PTA-E0047,協力会社A,開発支援チーム,2021-12,150.4
PJ-2021-E,ツール開発,PTA-E0050,協力会社A,開発支援チーム,2021-12,43.6
PJ-2021-E,デバッグ,PTC-E0153,協力会社C,デバッグチーム,2021-12,92.0
PJ-2021-E,バトルデザイン,EMP-E0009,自社,ゲームデザイン部,2021-12,155.8
PJ-2021-E,バトルデザイン,EMP-E0010,自社,ゲームデザイン部,2021-12,116.0
PJ-2021-E,バトルデザイン,EMP-E0012,自社,ゲームデザイン部,2021-12,118.0
PJ-2021-E,バトルデザイン,EMP-E0013,自社,ゲームデザイン部,2021-12,42.0
PJ-2021-E,バトルデザイン,EMP-E0015,自社,ゲームデザイン部,2021-12,43.4
PJ-2021-E,バトルデザイン,EMP-E0016,自社,ゲームデザイン部,2021-12,84.2
PJ-2021-E,バトルデザイン,EMP-E0017,自社,ゲームデザイン部,2021-12,106.2
PJ-2021-E,バトルデザイン,EMP-E0018,自社,ゲームデザイン部,2021-12,63.9
PJ-2021-E,バトルデザイン,PTA-E0021,協力会社A,GDチーム,2021-12,131.3
PJ-2021-E,バトルデザイン,PTA-E0022,協力会社A,GDチーム,2021-12,182.6
PJ-2021-E,バトルデザイン,PTA-E0023,協力会社A,GDチーム,2021-12,124.3
PJ-2021-E,プロジェクト管理,EMP-E0162,自社,PMO,2021-12,120.5
PJ-2021-E,プロジェクト管理,EMP-E0163,自社,PMO,2021-12,163.9
PJ-2021-E,プロジェクト管理,EMP-E0164,自社,PMO,2021-12,400.3
PJ-2021-E,プロジェクト管理,EMP-E0165,自社,PMO,2021-12,193.4
PJ-2021-E,プロジェクト管理,EMP-E0166,自社,PMO,2021-12,286.3
PJ-2021-E,プロジェクト管理,EMP-E0167,自社,PMO,2021-12,178.5
PJ-2021-E,プロトタイプ制作,EMP-E0001,自社,企画部,2021-12,97.4
PJ-2021-E,プロトタイプ制作,EMP-E0002,自社,企画部,2021-12,182.9
PJ-2021-E,プロトタイプ制作,EMP-E0003,自社,企画部,2021-12,147.0
PJ-2021-E,プロトタイプ制作,EMP-E0004,自社,企画部,2021-12,65.1
PJ-2021-E,プロトタイプ制作,EMP-E0005,自社,企画部,2021-12,189.5
PJ-2021-E,プロトタイプ制作,EMP-E0006,自社,企画部,2021-12,145.6
PJ-2021-E,プロトタイプ制作,EMP-E0007,自社,企画部,2021-12,215.3
PJ-2021-E,プロトタイプ制作,EMP-E0008,自社,企画部,2021-12,198.6
PJ-2021-E,ボイス収録,PTC-E0123,協力会社C,サウンドチーム,2021-12,115.2
PJ-2021-E,レベルデザイン,EMP-E0009,自社,ゲームデザイン部,2021-12,26.4
PJ-2021-E,レベルデザイン,EMP-E0010,自社,ゲームデザイン部,2021-12,180.5
PJ-2021-E,レベルデザイン,EMP-E0011,自社,ゲームデザイン部,2021-12,169.9
PJ-2021-E,レベルデザイン,EMP-E0013,自社,ゲームデザイン部,2021-12,80.4
PJ-2021-E,レベルデザイン,EMP-E0014,自社,ゲームデザイン部,2021-12,79.2
PJ-2021-E,レベルデザイン,EMP-E0015,自社,ゲームデザイン部,2021-12,155.9
PJ-2021-E,レベルデザイン,EMP-E0016,自社,ゲームデザイン部,2021-12,115.8
PJ-2021-E,レベルデザイン,EMP-E0017,自社,ゲームデザイン部,2021-12,147.8
PJ-2021-E,レベルデザイン,EMP-E0019,自社,ゲームデザイン部,2021-12,82.9
PJ-2021-E,レベルデザイン,PTA-E0020,協力会社A,GDチーム,2021-12,129.4
PJ-2021-E,レベルデザイン,PTA-E0021,協力会社A,GDチーム,2021-12,81.6
PJ-2021-E,レベルデザイン,PTA-E0022,協力会社A,GDチーム,2021-12,125.2
PJ-2021-E,ローカライズQA,PTC-E0137,協力会社C,デバッグチーム,2021-12,19.4
PJ-2021-E,企画書作成,EMP-E0001,自社,企画部,2021-12,8.7
PJ-2021-E,企画書作成,EMP-E0004,自社,企画部,2021-12,93.9
PJ-2021-E,企画書作成,EMP-E0005,自社,企画部,2021-12,95.8
PJ-2021-E,企画書作成,EMP-E0007,自社,企画部,2021-12,240.8
PJ-2021-E,企画立案,EMP-E0001,自社,企画部,2021-12,100.3
PJ-2021-E,企画立案,EMP-E0003,自社,企画部,2021-12,80.8
PJ-2021-E,企画立案,EMP-E0004,自社,企画部,2021-12,225.4
PJ-2021-E,企画立案,EMP-E0005,自社,企画部,2021-12,80.9
PJ-2021-E,企画立案,EMP-E0006,自社,企画部,2021-12,81.7
PJ-2021-E,企画立案,EMP-E0007,自社,企画部,2021-12,98.6
PJ-2021-E,企画立案,EMP-E0008,自社,企画部,2021-12,147.0
PJ-2021-E,市場調査,EMP-E0001,自社,企画部,2021-12,120.8
PJ-2021-E,市場調査,EMP-E0002,自社,企画部,2021-12,74.9
PJ-2021-E,市場調査,EMP-E0004,自社,企画部,2021-12,100.7
PJ-2021-E,市場調査,EMP-E0005,自社,企画部,2021-12,121.7
PJ-2021-E,最適化,EMP-E0024,自社,第1開発部,2021-12,102.8
PJ-2021-E,最適化,EMP-E0026,自社,第1開発部,2021-12,110.8
PJ-2021-E,最適化,EMP-E0030,自社,第1開発部,2021-12,172.9
PJ-2021-E,最適化,EMP-E0034,自社,第1開発部,2021-12,73.8
PJ-2021-E,最適化,EMP-E0035,自社,第1開発部,2021-12,96.3
PJ-2021-E,最適化,EMP-E0036,自社,第1開発部,2021-12,208.2
PJ-2021-E,最適化,PTA-E0044,協力会社A,開発支援チーム,2021-12,107.7
PJ-2021-E,最適化,PTA-E0047,協力会社A,開発支援チーム,2021-12,83.4
PJ-2021-E,最適化,PTA-E0053,協力会社A,開発支援チーム,2021-12,68.0
PJ-2021-E,最適化,PTB-E0056,協力会社B,エンジニアリングチーム,2021-12,32.7
PJ-2021-E,移植対応,EMP-E0030,自社,第1開発部,2021-12,27.8
PJ-2021-E,移植対応,EMP-E0036,自社,第1開発部,2021-12,208.9
PJ-2021-E,移植対応,EMP-E0040,自社,第2開発部,2021-12,23.8
PJ-2021-E,移植対応,PTA-E0045,協力会社A,開発支援チーム,2021-12,51.4
PJ-2021-E,移植対応,PTA-E0047,協力会社A,開発支援チーム,2021-12,107.7
PJ-2021-E,移植対応,PTB-E0054,協力会社B,エンジニアリングチーム,2021-12,227.6
PJ-2021-E,背景モデリング,EMP-E0062,自社,アート部,2021-12,106.1
PJ-2021-E,背景モデリング,EMP-E0065,自社,アート部,2021-12,55.6
PJ-2021-E,背景モデリング,EMP-E0074,自社,アート部,2021-12,49.1
PJ-2021-E,背景モデリング,EMP-E0075,自社,アート部,2021-12,145.0
PJ-2021-E,背景モデリング,PTB-E0079,協力会社B,3DCGチーム,2021-12,42.4
PJ-2021-E,背景モデリング,PTB-E0087,協力会社B,3DCGチーム,2021-12,93.2
PJ-2021-E,背景モデリング,PTB-E0088,協力会社B,3DCGチーム,2021-12,99.4
PJ-2021-E,背景モデリング,PTB-E0089,協力会社B,3DCGチーム,2021-12,12.3
PJ-2021-E,背景モデリング,PTB-E0092,協力会社B,3DCGチーム,2021-12,87.6
PJ-2021-E,背景モデリング,PTB-E0095,協力会社B,3DCGチーム,2021-12,96.2
PJ-2021-E,背景モデリング,PTC-E0103,協力会社C,2Dアートチーム,2021-12,137.3
PJ-2021-E,背景モデリング,PTC-E0105,協力会社C,2Dアートチーム,2021-12,443.1
PJ-2021-E,背景モデリング,PTC-E0108,協力会社C,2Dアートチーム,2021-12,109.3
PJ-2021-E,進行管理,EMP-E0162,自社,PMO,2021-12,83.3
PJ-2021-E,進行管理,EMP-E0163,自社,PMO,2021-12,134.6
PJ-2021-E,進行管理,EMP-E0164,自社,PMO,2021-12,53.8
PJ-2021-E,進行管理,EMP-E0165,自社,PMO,2021-12,178.0
PJ-2021-E,進行管理,EMP-E0166,自社,PMO,2021-12,131.4
PJ-2021-E,進行管理,EMP-E0167,自社,PMO,2021-12,124.5
PJ-2021-E,2Dイラスト,EMP-E0068,自社,アート部,2022-01,105.2
PJ-2021-E,2Dイラスト,EMP-E0069,自社,アート部,2022-01,116.9
PJ-2021-E,2Dイラスト,EMP-E0071,自社,アート部,2022-01,133.5
PJ-2021-E,2Dイラスト,EMP-E0075,自社,アート部,2022-01,64.1
PJ-2021-E,2Dイラスト,PTB-E0077,協力会社B,3DCGチーム,2022-01,27.9
PJ-2021-E,2Dイラスト,PTB-E0078,協力会社B,3DCGチーム,2022-01,111.2
PJ-2021-E,2Dイラスト,PTB-E0086,協力会社B,3DCGチーム,2022-01,149.8
PJ-2021-E,2Dイラスト,PTB-E0089,協力会社B,3DCGチーム,2022-01,189.2
PJ-2021-E,2Dイラスト,PTB-E0092,協力会社B,3DCGチーム,2022-01,69.6
PJ-2021-E,2Dイラスト,PTB-E0095,協力会社B,3DCGチーム,2022-01,115.0
PJ-2021-E,2Dイラスト,PTC-E0111,協力会社C,2Dアートチーム,2022-01,104.5
PJ-2021-E,2Dイラスト,PTC-E0113,協力会社C,2Dアートチーム,2022-01,81.2
PJ-2021-E,BGM制作,EMP-E0116,自社,サウンド部,2022-01,24.9
PJ-2021-E,BGM制作,PTC-E0120,協力会社C,サウンドチーム,2022-01,234.0
PJ-2021-E,BGM制作,PTC-E0121,協力会社C,サウンドチーム,2022-01,89.8
PJ-2021-E,BGM制作,PTC-E0123,協力会社C,サウンドチーム,2022-01,73.5
PJ-2021-E,QA計画・進行,PTC-E0158,協力会社C,デバッグチーム,2022-01,64.5
PJ-2021-E,SE制作,EMP-E0117,自社,サウンド部,2022-01,136.7
PJ-2021-E,SE制作,EMP-E0118,自社,サウンド部,2022-01,54.0
PJ-2021-E,SE制作,EMP-E0119,自社,サウンド部,2022-01,103.6
PJ-2021-E,UI/UX設計,EMP-E0009,自社,ゲームデザイン部,2022-01,143.0
PJ-2021-E,UI/UX設計,EMP-E0012,自社,ゲームデザイン部,2022-01,96.8
PJ-2021-E,UI/UX設計,EMP-E0014,自社,ゲームデザイン部,2022-01,178.9
PJ-2021-E,UI/UX設計,EMP-E0015,自社,ゲームデザイン部,2022-01,106.0
PJ-2021-E,UI/UX設計,EMP-E0017,自社,ゲームデザイン部,2022-01,78.2
PJ-2021-E,UI/UX設計,EMP-E0018,自社,ゲームデザイン部,2022-01,32.2
PJ-2021-E,UI/UX設計,EMP-E0019,自社,ゲームデザイン部,2022-01,63.6
PJ-2021-E,UI/UX設計,PTA-E0022,協力会社A,GDチーム,2022-01,162.7
PJ-2021-E,UIアート,EMP-E0063,自社,アート部,2022-01,46.6
PJ-2021-E,UIアート,EMP-E0064,自社,アート部,2022-01,146.9
PJ-2021-E,UIアート,EMP-E0066,自社,アート部,2022-01,74.4
PJ-2021-E,UIアート,EMP-E0070,自社,アート部,2022-01,182.6
PJ-2021-E,UIアート,EMP-E0076,自社,アート部,2022-01,70.5
PJ-2021-E,UIアート,PTB-E0077,協力会社B,3DCGチーム,2022-01,75.9
PJ-2021-E,UIアート,PTB-E0081,協力会社B,3DCGチーム,2022-01,235.0
PJ-2021-E,UIアート,PTB-E0087,協力会社B,3DCGチーム,2022-01,169.3
PJ-2021-E,UIアート,PTB-E0088,協力会社B,3DCGチーム,2022-01,39.9
PJ-2021-E,UIアート,PTB-E0091,協力会社B,3DCGチーム,2022-01,83.4
PJ-2021-E,アニメーション,EMP-E0068,自社,アート部,2022-01,113.3
PJ-2021-E,アニメーション,EMP-E0071,自社,アート部,2022-01,176.7
PJ-2021-E,アニメーション,EMP-E0073,自社,アート部,2022-01,94.9
PJ-2021-E,アニメーション,EMP-E0076,自社,アート部,2022-01,49.6
PJ-2021-E,アニメーション,PTB-E0077,協力会社B,3DCGチーム,2022-01,171.9
PJ-2021-E,アニメーション,PTB-E0082,協力会社B,3DCGチーム,2022-01,132.6
PJ-2021-E,アニメーション,PTB-E0086,協力会社B,3DCGチーム,2022-01,66.0
PJ-2021-E,アニメーション,PTB-E0093,協力会社B,3DCGチーム,2022-01,157.0
PJ-2021-E,アニメーション,PTB-E0095,協力会社B,3DCGチーム,2022-01,144.1
PJ-2021-E,アニメーション,PTB-E0096,協力会社B,3DCGチーム,2022-01,81.4
PJ-2021-E,アニメーション,PTB-E0098,協力会社B,3DCGチーム,2022-01,45.3
PJ-2021-E,アニメーション,PTC-E0102,協力会社C,2Dアートチーム,2022-01,38.9
PJ-2021-E,アニメーション,PTC-E0107,協力会社C,2Dアートチーム,2022-01,110.9
PJ-2021-E,アニメーション,PTC-E0112,協力会社C,2Dアートチーム,2022-01,136.0
PJ-2021-E,アニメーション,PTC-E0113,協力会社C,2Dアートチーム,2022-01,113.1
PJ-2021-E,エフェクト,EMP-E0068,自社,アート部,2022-01,137.0
PJ-2021-E,エフェクト,EMP-E0072,自社,アート部,2022-01,125.0
PJ-2021-E,エフェクト,PTB-E0082,協力会社B,3DCGチーム,2022-01,84.1
PJ-2021-E,エフェクト,PTB-E0083,協力会社B,3DCGチーム,2022-01,125.9
PJ-2021-E,エフェクト,PTB-E0084,協力会社B,3DCGチーム,2022-01,156.3
PJ-2021-E,エフェクト,PTB-E0089,協力会社B,3DCGチーム,2022-01,72.4
PJ-2021-E,エフェクト,PTC-E0102,協力会社C,2Dアートチーム,2022-01,97.9
PJ-2021-E,エフェクト,PTC-E0106,協力会社C,2Dアートチーム,2022-01,91.7
PJ-2021-E,エフェクト,PTC-E0111,協力会社C,2Dアートチーム,2022-01,93.6
PJ-2021-E,エフェクト,PTC-E0112,協力会社C,2Dアートチーム,2022-01,92.9
PJ-2021-E,エンジン開発,EMP-E0026,自社,第1開発部,2022-01,82.6
PJ-2021-E,エンジン開発,EMP-E0028,自社,第1開発部,2022-01,107.5
PJ-2021-E,エンジン開発,EMP-E0029,自社,第1開発部,2022-01,102.9
PJ-2021-E,エンジン開発,EMP-E0036,自社,第1開発部,2022-01,173.7
PJ-2021-E,エンジン開発,EMP-E0040,自社,第2開発部,2022-01,155.2
PJ-2021-E,エンジン開発,EMP-E0041,自社,第2開発部,2022-01,65.2
PJ-2021-E,エンジン開発,PTA-E0045,協力会社A,開発支援チーム,2022-01,147.8
PJ-2021-E,エンジン開発,PTA-E0047,協力会社A,開発支援チーム,2022-01,57.1
PJ-2021-E,エンジン開発,PTA-E0049,協力会社A,開発支援チーム,2022-01,143.6
PJ-2021-E,エンジン開発,PTA-E0050,協力会社A,開発支援チーム,2022-01,165.2
PJ-2021-E,エンジン開発,PTA-E0053,協力会社A,開発支援チーム,2022-01,51.0
PJ-2021-E,エンジン開発,PTB-E0057,協力会社B,エンジニアリングチーム,2022-01,44.9
PJ-2021-E,エンジン開発,PTB-E0059,協力会社B,エンジニアリングチーム,2022-01,85.3
PJ-2021-E,キャラクターモデリング,EMP-E0066,自社,アート部,2022-01,247.6
PJ-2021-E,キャラクターモデリング,EMP-E0071,自社,アート部,2022-01,47.5
PJ-2021-E,キャラクターモデリング,EMP-E0072,自社,アート部,2022-01,96.4
PJ-2021-E,キャラクターモデリング,EMP-E0074,自社,アート部,2022-01,100.2
PJ-2021-E,キャラクターモデリング,PTB-E0078,協力会社B,3DCGチーム,2022-01,136.8
PJ-2021-E,キャラクターモデリング,PTB-E0080,協力会社B,3DCGチーム,2022-01,118.8
PJ-2021-E,キャラクターモデリング,PTB-E0081,協力会社B,3DCGチーム,2022-01,97.3
PJ-2021-E,キャラクターモデリング,PTB-E0083,協力会社B,3DCGチーム,2022-01,23.2
PJ-2021-E,キャラクターモデリング,PTB-E0084,協力会社B,3DCGチーム,2022-01,19.5
PJ-2021-E,キャラクターモデリング,PTB-E0085,協力会社B,3DCGチーム,2022-01,165.4
PJ-2021-E,キャラクターモデリング,PTB-E0091,協力会社B,3DCGチーム,2022-01,58.3
PJ-2021-E,キャラクターモデリング,PTB-E0092,協力会社B,3DCGチーム,2022-01,113.2
PJ-2021-E,キャラクターモデリング,PTB-E0093,協力会社B,3DCGチーム,2022-01,199.2
PJ-2021-E,キャラクターモデリング,PTB-E0095,協力会社B,3DCGチーム,2022-01,88.1
PJ-2021-E,キャラクターモデリング,PTC-E0099,協力会社C,2Dアートチーム,2022-01,69.6
PJ-2021-E,キャラクターモデリング,PTC-E0102,協力会社C,2Dアートチーム,2022-01,111.1
PJ-2021-E,キャラクターモデリング,PTC-E0104,協力会社C,2Dアートチーム,2022-01,188.3
PJ-2021-E,キャラクターモデリング,PTC-E0108,協力会社C,2Dアートチーム,2022-01,59.2
PJ-2021-E,キャラクターモデリング,PTC-E0109,協力会社C,2Dアートチーム,2022-01,220.2
PJ-2021-E,キャラクターモデリング,PTC-E0112,協力会社C,2Dアートチーム,2022-01,85.0
PJ-2021-E,クライアント実装,EMP-E0024,自社,第1開発部,2022-01,91.5
PJ-2021-E,クライアント実装,EMP-E0026,自社,第1開発部,2022-01,108.1
PJ-2021-E,クライアント実装,EMP-E0027,自社,第1開発部,2022-01,174.2
PJ-2021-E,クライアント実装,EMP-E0028,自社,第1開発部,2022-01,169.7
PJ-2021-E,クライアント実装,EMP-E0029,自社,第1開発部,2022-01,85.6
PJ-2021-E,クライアント実装,EMP-E0030,自社,第1開発部,2022-01,152.4
PJ-2021-E,クライアント実装,EMP-E0032,自社,第1開発部,2022-01,78.8
PJ-2021-E,クライアント実装,EMP-E0033,自社,第1開発部,2022-01,50.9
PJ-2021-E,クライアント実装,EMP-E0034,自社,第1開発部,2022-01,113.6
PJ-2021-E,クライアント実装,EMP-E0035,自社,第1開発部,2022-01,99.2
PJ-2021-E,クライアント実装,EMP-E0036,自社,第1開発部,2022-01,106.1
PJ-2021-E,クライアント実装,EMP-E0037,自社,第1開発部,2022-01,25.1
PJ-2021-E,クライアント実装,EMP-E0038,自社,第2開発部,2022-01,112.2
PJ-2021-E,クライアント実装,EMP-E0039,自社,第2開発部,2022-01,82.9
PJ-2021-E,クライアント実装,EMP-E0040,自社,第2開発部,2022-01,66.2
PJ-2021-E,クライアント実装,EMP-E0043,自社,第2開発部,2022-01,62.0
PJ-2021-E,クライアント実装,PTA-E0044,協力会社A,開発支援チーム,2022-01,119.7
PJ-2021-E,クライアント実装,PTA-E0045,協力会社A,開発支援チーム,2022-01,122.6
PJ-2021-E,クライアント実装,PTA-E0046,協力会社A,開発支援チーム,2022-01,49.3
PJ-2021-E,クライアント実装,PTA-E0047,協力会社A,開発支援チーム,2022-01,101.1
PJ-2021-E,クライアント実装,PTA-E0048,協力会社A,開発支援チーム,2022-01,99.3
PJ-2021-E,クライアント実装,PTA-E0051,協力会社A,開発支援チーム,2022-01,170.2
PJ-2021-E,クライアント実装,PTA-E0052,協力会社A,開発支援チーム,2022-01,19.0
